HPSA Name,HPSA ID,Designation Type,HPSA Discipline Class,HPSA Score,Primary State Abbreviation,HPSA Status,HPSA Designation Date,HPSA Designation Last Update Date,HPSA Degree of Shortage,Withdrawn Date,HPSA FTE,HPSA Designation Population,% of Population Below 100% Poverty,HPSA Formal Ratio,HPSA Population Type,Rural Status,Common County Name,Common State Abbreviation,State and County Federal Information Processing Standard Code,HPSA Component Name,HPSA Component Source Identification Number,HPSA Component Type Description,HPSA Estimated Served Population,HPSA Estimated Underserved Population,HPSA Provider Ratio Goal,HPSA Shortage,Data Warehouse Record Create Date
MI - Rowan County,1373245079,HPSA Population,Primary Care,19,NC,Withdrawn,09/24/2013,07/01/2026,Not applicable,07/01/2026,0.2000,9476.0,15.9,47380:1,Other Population HPSA,Non-Rural,"Rowan County, NC",NC,37159,Rowan,,Single County,600,8876,3000:1,2.9600,08/29/2026
LI - Rowan County,1377559432,HPSA Population,Primary Care,17,NC,Designated,08/19/2025,08/19/2025,Not applicable,,6.4110,52499.0,15.8,8189:1,Low Income Population HPSA,Non-Rural,"Rowan County, NC",NC,37159,Rowan,,Single County,19233,33266,3000:1,11.0890,08/29/2026
Piedmont Correctional Institution,1379997903,Correctional Facility,Primary Care,12,NC,Designated,07/06/2018,04/06/2023,12,,0.0000,2125.0,,,,Non-Rural,"Rowan County, NC",NC,37159,Piedmont Correctional Institution,1379997903,Unknown,,,1000:0,2.1300,08/29/2026
MI - Rutherford County,1371117391,HPSA Population,Primary Care,17,NC,Withdrawn,07/27/2017,07/01/2026,Not applicable,07/01/2026,0.4860,8404.0,17.9,17292:1,Other Population HPSA,Rural,"Rutherford County, NC",NC,37161,Rutherford,,Single County,1458,6946,3000:1,2.3140,08/29/2026
LI-Rutherford County,1376166610,HPSA Population,Primary Care,15,NC,Withdrawn,02/08/2011,07/02/2018,Not applicable,07/02/2018,6.0400,31379.0,19.8,5195:1,Low Income Population HPSA,Rural,"Rutherford County, NC",NC,37161,Rutherford,,Single County,18120,13259,3000:1,4.4200,08/29/2026
MISSION HEALTH CENTER RUTHERFORD,1378390707,Rural Health Clinic,Primary Care,16,NC,Designated,11/05/2024,09/22/2025,,,,92208.0,,,,Rural,"Rutherford County, NC",NC,37161,MISSION HEALTH CENTER RUTHERFORD,1378390707,Unknown,,,,,08/29/2026
LI - Rutherford County,1378467718,HPSA Population,Primary Care,17,NC,Designated,07/28/2025,07/28/2025,Not applicable,,3.8657,28017.0,17.6,7248:1,Low Income Population HPSA,Rural,"Rutherford County, NC",NC,37161,Rutherford,,Single County,11597,16420,3000:1,5.4743,08/29/2026
Community Clinic of Rutherford County,13799937GS,Federally Qualified Health Center Look A Like,Primary Care,11,NC,Withdrawn,05/08/2012,08/22/2026,,06/25/2019,,,,,,Rural,"Rutherford County, NC",NC,37161,Community Clinic of Rutherford County,13799937GS,Unknown,,,,,08/29/2026
Sampson Correctional Institution,1372252569,Correctional Facility,Primary Care,3,NC,Designated,08/29/2018,04/06/2023,3,,0.3250,556.0,,,,Rural,"Sampson County, NC",NC,37163,Sampson Correctional Institution,1372252569,Unknown,,,1000:1,0.2350,08/29/2026
LI - Sampson County,1376858122,HPSA Population,Primary Care,16,NC,Designated,07/30/2025,07/30/2025,Not applicable,,5.1574,24585.0,20.2,4767:1,Low Income Population HPSA,Rural,"Sampson County, NC",NC,37163,Sampson,,Single County,15472,9113,3000:1,3.0426,08/29/2026
MI-Sampson County,1379113386,HPSA Population,Primary Care,16,NC,Withdrawn,08/30/1996,07/01/2026,Not applicable,07/01/2026,1.1220,7742.0,24.0,6900:1,Other Population HPSA,Rural,"Sampson County, NC",NC,37163,Sampson,,Single County,3366,4376,3000:1,1.4580,08/29/2026
Migrant Farmworker - Johnston/Sampson,1379993721,HPSA Population,Primary Care,0,NC,Withdrawn,03/19/1982,08/30/1996,Not applicable,08/30/1996,1.6000,7594.0,99.0,4746:1,Migrant Farmworker Population HPSA,Rural,"Sampson County, NC",NC,37163,Sampson,,Single County,4800,2794,3000:1,,08/29/2026
Newton Grove/Grantham,1379993736,Geographic HPSA,Primary Care,0,NC,Withdrawn,06/15/1990,08/30/1996,Not applicable,08/30/1996,1.4000,0.0,15.5,0:1,Geographic Population,,"Sampson County, NC",NC,37163,Newton Grove,,County Subdivision,4900,-4900,3500:1,,08/29/2026
LI - Scotland County,1372516850,HPSA Population,Primary Care,22,NC,Designated,08/06/2021,07/18/2025,Not applicable,,0.3358,16865.0,26.5,50223:1,Low Income Population HPSA,Rural,"Scotland County, NC",NC,37165,Scotland,,Single County,1007,15858,3000:1,5.2842,08/29/2026
WOLONICK FAMILY PRACTICE CENTER,1372651323,Rural Health Clinic,Primary Care,17,NC,Withdrawn,09/30/2021,03/13/2025,,03/13/2025,,112768.0,,,,Rural,"Scotland County, NC",NC,37165,WOLONICK FAMILY PRACTICE CENTER,1372651323,Unknown,,,,,08/29/2026
Scotland Correctional Institution,1372742229,Correctional Facility,Primary Care,6,NC,Designated,11/03/2015,04/06/2023,6,,1.0000,2113.0,,,,Rural,"Scotland County, NC",NC,37165,Scotland Correctional Institution,1372742229,Unknown,,,1000:1,1.1100,08/29/2026
HARRIS FAMILY PRACTICE,1374819871,Rural Health Clinic,Primary Care,19,NC,Designated,09/30/2021,09/22/2025,,,,119702.0,,,,Rural,"Scotland County, NC",NC,37165,HARRIS FAMILY PRACTICE,1374819871,Unknown,,,,,08/29/2026
"ACCESS MEDICAL CLINIC NC, PLLC",1375913724,Rural Health Clinic,Primary Care,19,NC,Designated,10/05/2023,09/22/2025,,,,108330.0,,,,Rural,"Scotland County, NC",NC,37165,"ACCESS MEDICAL CLINIC NC, PLLC",1375913724,Unknown,,,,,08/29/2026
MI- Scotland County,1378449172,HPSA Population,Primary Care,22,NC,Withdrawn,02/03/1994,01/02/2024,Not applicable,01/02/2024,0.4900,5339.0,31.1,10896:1,Other Population HPSA,Rural,"Scotland County, NC",NC,37165,Scotland,,Single County,1470,3869,3000:1,1.2900,08/29/2026
MAXTON FAMILY PRACTICE CENTER,1378555857,Rural Health Clinic,Primary Care,19,NC,Designated,09/23/2022,09/22/2025,,,,121302.0,,,,Rural,"Scotland County, NC",NC,37165,MAXTON FAMILY PRACTICE CENTER,1378555857,Unknown,,,,,08/29/2026
WAGRAM FAMILY PRACTICE,1379035859,Rural Health Clinic,Primary Care,18,NC,Designated,04/08/2025,04/08/2025,,,,105604.0,,,,Rural,"Scotland County, NC",NC,37165,WAGRAM FAMILY PRACTICE,1379035859,Unknown,,,,,08/29/2026
LAUREL HILL MEDICAL CLINIC,13799937B8,Rural Health Clinic,Primary Care,19,NC,Withdrawn,10/21/2003,02/06/2020,,02/06/2020,,135638.0,,,,Rural,"Scotland County, NC",NC,37165,LAUREL HILL MEDICAL CLINIC,13799937B8,Unknown,,,,,08/29/2026
MI - Stanly County,1371087887,HPSA Population,Primary Care,17,NC,Proposed For Withdrawal,11/06/2013,09/11/2025,Not applicable,,0.1600,4561.0,12.8,28506:1,Other Population HPSA,Rural,"Stanly County, NC",NC,37167,Stanly,,Single County,480,4081,3000:1,1.3600,08/29/2026
Albemarle Correctional Institution,1375008473,Correctional Facility,Primary Care,12,NC,Withdrawn,07/06/2018,01/02/2024,12,01/02/2024,0.0000,,,,,Rural,"Stanly County, NC",NC,37167,Albemarle Correctional Institution,1375008473,Unknown,,,1000:0,0.6200,08/29/2026
LI-Stanly County,1375945676,HPSA Population,Primary Care,12,NC,Designated,09/11/2025,09/11/2025,Not applicable,,4.8753,20526.0,14.2,4210:1,Low Income Population HPSA,Rural,"Stanly County, NC",NC,37167,Stanly,,Single County,14626,5900,3000:1,1.9647,08/29/2026
Stokes,137169,Geographic HPSA,Primary Care,0,NC,Withdrawn,05/09/1985,08/14/1989,Not applicable,08/14/1989,7.0000,36418.0,12.9,5203:1,Geographic Population,Partially Rural,"Stokes County, NC",NC,37169,Stokes,,Single County,24500,11918,3500:1,,08/29/2026
LI-Stokes County,1379006452,HPSA Population,Primary Care,14,NC,Designated,09/09/2021,02/26/2026,Not applicable,,1.8038,15493.0,11.9,8589:1,Low Income Population HPSA,Partially Rural,"Stokes County, NC",NC,37169,Stokes,,Single County,5411,10082,3000:1,3.3562,08/29/2026
Danbury,1379388278,Geographic HPSA,Primary Care,12,NC,Withdrawn,02/11/1992,01/02/2024,Not applicable,01/02/2024,2.8000,14690.0,20.3,5246:1,Geographic Population,,"Stokes County, NC",NC,37169,703,,Census Tract,9800,4890,3500:1,1.4000,08/29/2026
Danbury,1379388278,Geographic HPSA,Primary Care,12,NC,Withdrawn,02/11/1992,01/02/2024,Not applicable,01/02/2024,2.8000,14690.0,20.3,5246:1,Geographic Population,,"Stokes County, NC",NC,37169,702,,Census Tract,9800,4890,3500:1,1.4000,08/29/2026
Danbury,1379388278,Geographic HPSA,Primary Care,12,NC,Withdrawn,02/11/1992,01/02/2024,Not applicable,01/02/2024,2.8000,14690.0,20.3,5246:1,Geographic Population,,"Stokes County, NC",NC,37169,701,,Census Tract,9800,4890,3500:1,1.4000,08/29/2026
Westfield,1379993704,Geographic HPSA,Primary Care,0,NC,Withdrawn,11/19/1979,03/19/1984,Not applicable,03/19/1984,0.0000,47003.0,0.0,,Geographic Population,,"Stokes County, NC",NC,37169,Quaker Gap,,County Subdivision,0,47003,3500:1,,08/29/2026
Danbory,1379993723,Geographic HPSA,Primary Care,0,NC,Withdrawn,09/07/1983,05/09/1985,Not applicable,05/09/1985,7.0000,31400.0,0.0,4485:1,Geographic Population,,"Stokes County, NC",NC,37169,Yadkin,,County Subdivision,24500,6900,3500:1,,08/29/2026
Danbory,1379993723,Geographic HPSA,Primary Care,0,NC,Withdrawn,09/07/1983,05/09/1985,Not applicable,05/09/1985,7.0000,31400.0,0.0,4485:1,Geographic Population,,"Stokes County, NC",NC,37169,Beaver Island,,County Subdivision,24500,6900,3500:1,,08/29/2026
Danbory,1379993723,Geographic HPSA,Primary Care,0,NC,Withdrawn,09/07/1983,05/09/1985,Not applicable,05/09/1985,7.0000,31400.0,0.0,4485:1,Geographic Population,,"Stokes County, NC",NC,37169,Big Creek,,County Subdivision,24500,6900,3500:1,,08/29/2026
Danbory,1379993723,Geographic HPSA,Primary Care,0,NC,Withdrawn,09/07/1983,05/09/1985,Not applicable,05/09/1985,7.0000,31400.0,0.0,4485:1,Geographic Population,,"Stokes County, NC",NC,37169,Danbury,,County Subdivision,24500,6900,3500:1,,08/29/2026
Danbory,1379993723,Geographic HPSA,Primary Care,0,NC,Withdrawn,09/07/1983,05/09/1985,Not applicable,05/09/1985,7.0000,31400.0,0.0,4485:1,Geographic Population,,"Stokes County, NC",NC,37169,Meadows,,County Subdivision,24500,6900,3500:1,,08/29/2026
Danbory,1379993723,Geographic HPSA,Primary Care,0,NC,Withdrawn,09/07/1983,05/09/1985,Not applicable,05/09/1985,7.0000,31400.0,0.0,4485:1,Geographic Population,,"Stokes County, NC",NC,37169,Peters Creek,,County Subdivision,24500,6900,3500:1,,08/29/2026
Danbory,1379993723,Geographic HPSA,Primary Care,0,NC,Withdrawn,09/07/1983,05/09/1985,Not applicable,05/09/1985,7.0000,31400.0,0.0,4485:1,Geographic Population,,"Stokes County, NC",NC,37169,Quaker Gap,,County Subdivision,24500,6900,3500:1,,08/29/2026
Danbory,1379993723,Geographic HPSA,Primary Care,0,NC,Withdrawn,09/07/1983,05/09/1985,Not applicable,05/09/1985,7.0000,31400.0,0.0,4485:1,Geographic Population,,"Stokes County, NC",NC,37169,Sauratown,,County Subdivision,24500,6900,3500:1,,08/29/2026
Danbory,1379993723,Geographic HPSA,Primary Care,0,NC,Withdrawn,09/07/1983,05/09/1985,Not applicable,05/09/1985,7.0000,31400.0,0.0,4485:1,Geographic Population,,"Stokes County, NC",NC,37169,Snow Creek,,County Subdivision,24500,6900,3500:1,,08/29/2026
Westfield Medical Center,13799937C7,Rural Health Clinic,Primary Care,0,NC,Withdrawn,11/04/2003,08/22/2026,,06/25/2019,,,,,,Non-Rural,"Stokes County, NC",NC,37169,Westfield Medical Center,13799937C7,Unknown,,,,,08/29/2026
LI - Surry County,1371050762,HPSA Population,Primary Care,16,NC,Designated,08/19/2025,08/19/2025,Not applicable,,4.6872,27755.0,16.6,5921:1,Low Income Population HPSA,Rural,"Surry County, NC",NC,37171,Surry,,Single County,14062,13693,3000:1,4.5628,08/29/2026
MI-Surry County,1377193105,HPSA Population,Primary Care,18,NC,Withdrawn,05/09/1991,07/01/2026,Not applicable,07/01/2026,0.3500,8027.0,16.4,22934:1,Other Population HPSA,Rural,"Surry County, NC",NC,37171,Surry,,Single County,1050,6977,3000:1,2.3300,08/29/2026
Elkin,1379993703,Geographic HPSA,Primary Care,0,NC,Withdrawn,12/19/1978,03/19/1984,Not applicable,03/19/1984,8.0000,17117.0,0.0,2139:1,Geographic Population,,"Surry County, NC",NC,37171,Dobson,,County Subdivision,28000,-10883,3500:1,,08/29/2026
Elkin,1379993703,Geographic HPSA,Primary Care,0,NC,Withdrawn,12/19/1978,03/19/1984,Not applicable,03/19/1984,8.0000,17117.0,0.0,2139:1,Geographic Population,,"Surry County, NC",NC,37171,Rockford,,County Subdivision,28000,-10883,3500:1,,08/29/2026
Elkin,1379993703,Geographic HPSA,Primary Care,0,NC,Withdrawn,12/19/1978,03/19/1984,Not applicable,03/19/1984,8.0000,17117.0,0.0,2139:1,Geographic Population,,"Surry County, NC",NC,37171,Elkin,,County Subdivision,28000,-10883,3500:1,,08/29/2026
Elkin,1379993703,Geographic HPSA,Primary Care,0,NC,Withdrawn,12/19/1978,03/19/1984,Not applicable,03/19/1984,8.0000,17117.0,0.0,2139:1,Geographic Population,,"Surry County, NC",NC,37171,Marsh,,County Subdivision,28000,-10883,3500:1,,08/29/2026
Elkin,1379993703,Geographic HPSA,Primary Care,0,NC,Withdrawn,12/19/1978,03/19/1984,Not applicable,03/19/1984,8.0000,17117.0,0.0,2139:1,Geographic Population,,"Surry County, NC",NC,37171,Bryan,,County Subdivision,28000,-10883,3500:1,,08/29/2026
Westfield,1379993704,Geographic HPSA,Primary Care,0,NC,Withdrawn,11/19/1979,03/19/1984,Not applicable,03/19/1984,0.0000,47003.0,0.0,,Geographic Population,,"Surry County, NC",NC,37171,South Westfield,,County Subdivision,0,47003,3500:1,,08/29/2026
Westfield,1379993704,Geographic HPSA,Primary Care,0,NC,Withdrawn,11/19/1979,03/19/1984,Not applicable,03/19/1984,0.0000,47003.0,0.0,,Geographic Population,,"Surry County, NC",NC,37171,Westfield,,County Subdivision,0,47003,3500:1,,08/29/2026
CIHA HOSPITAL,1371281946,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Primary Care,18,NC,Designated,08/18/2019,09/22/2025,,,,8878.0,,,,Rural,"Swain County, NC",NC,37173,CIHA HOSPITAL,1371281946,Unknown,,,,,08/29/2026
WIC,1371886438,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Primary Care,18,NC,Withdrawn,08/18/2019,08/06/2021,,08/06/2021,,8153.0,,,,Rural,"Swain County, NC",NC,37173,WIC,1371886438,Unknown,,,,,08/29/2026
CIHA Diabetes Clinic,1372177639,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Primary Care,19,NC,Withdrawn,09/18/2020,08/06/2021,,08/06/2021,,9186.0,,,,Rural,"Swain County, NC",NC,37173,CIHA Diabetes Clinic,1372177639,Unknown,,,,,08/29/2026
CIHA BABY LOVE,1372351813,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Primary Care,19,NC,Withdrawn,09/18/2020,08/06/2021,,08/06/2021,,9271.0,,,,Rural,"Swain County, NC",NC,37173,CIHA BABY LOVE,1372351813,Unknown,,,,,08/29/2026
Tsali Care Center,1373600290,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Primary Care,19,NC,Designated,06/01/2011,09/22/2025,,,,9017.0,,,,Rural,"Swain County, NC",NC,37173,Tsali Care Center,1373600290,Unknown,,,,,08/29/2026
Cherokee Health & Medical Division,1373795050,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Primary Care,16,NC,Withdrawn,09/18/2020,08/06/2021,,08/06/2021,,2422.0,,,,Rural,"Swain County, NC",NC,37173,Cherokee Health & Medical Division,1373795050,Unknown,,,,,08/29/2026
UNITY HEALING CENTER,1374134785,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Primary Care,18,NC,Withdrawn,10/26/2002,09/18/2020,,09/18/2020,,8174.0,,,,Rural,"Swain County, NC",NC,37173,UNITY HEALING CENTER,1374134785,Unknown,,,,,08/29/2026
CIHA Wound Care,1374199180,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Primary Care,19,NC,Withdrawn,09/18/2020,08/06/2021,,08/06/2021,,9186.0,,,,Rural,"Swain County, NC",NC,37173,CIHA Wound Care,1374199180,Unknown,,,,,08/29/2026
"CIHA Deten Cent Clinic, Cherokee Justice Center",1374270631,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Primary Care,19,NC,Designated,08/18/2019,09/22/2025,,,,8882.0,,,,Rural,"Swain County, NC",NC,37173,"CIHA Deten Cent Clinic, Cherokee Justice Center",1374270631,Unknown,,,,,08/29/2026
LI - Swain County,1374364998,HPSA Population,Primary Care,20,NC,Designated,09/26/1996,07/16/2025,Not applicable,,0.0000,6144.0,21.0,,Low Income Population HPSA,Rural,"Swain County, NC",NC,37173,Swain,,Single County,0,6144,3000:1,2.0500,08/29/2026
Analenisgi Recovery Center,1374689769,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Primary Care,19,NC,Designated,08/18/2019,09/22/2025,,,,8878.0,,,,Rural,"Swain County, NC",NC,37173,Analenisgi Recovery Center,1374689769,Unknown,,,,,08/29/2026
Cherokee Tribal Health Service,1378706003,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Primary Care,19,NC,Withdrawn,09/18/2020,08/06/2021,,08/06/2021,,9532.0,,,,Rural,"Swain County, NC",NC,37173,Cherokee Tribal Health Service,1378706003,Unknown,,,,,08/29/2026
LI - Transylvania County,1377548155,HPSA Population,Primary Care,16,NC,Designated,04/26/2012,09/22/2025,Not applicable,,0.7319,9996.0,14.1,13658:1,Low Income Population HPSA,Rural,"Transylvania County, NC",NC,37175,Transylvania,,Single County,2196,7800,3000:1,2.5981,08/29/2026
Balsam Grove,1379993705,Geographic HPSA,Primary Care,0,NC,Withdrawn,12/20/1979,05/09/1985,Not applicable,05/09/1985,1.0000,2025.0,24.0,2025:1,Geographic Population,,"Transylvania County, NC",NC,37175,Hogback,,County Subdivision,3500,-1475,3500:1,,08/29/2026
Balsam Grove,1379993705,Geographic HPSA,Primary Care,0,NC,Withdrawn,12/20/1979,05/09/1985,Not applicable,05/09/1985,1.0000,2025.0,24.0,2025:1,Geographic Population,,"Transylvania County, NC",NC,37175,Gloucester,,County Subdivision,3500,-1475,3500:1,,08/29/2026
Tyrrell County,1375930551,Geographic HPSA,Primary Care,16,NC,Designated,09/17/1979,07/16/2025,Not applicable,,0.0000,2812.0,20.8,,Geographic Population,Rural,"Tyrrell County, NC",NC,37177,Tyrrell,,Single County,0,2812,3500:1,0.8000,08/29/2026
Union,137179,Geographic HPSA,Primary Care,0,NC,Withdrawn,05/30/1978,05/30/1997,Not applicable,05/30/1997,33.0000,97370.0,8.4,2951:1,Geographic Population,,"Union County, NC",NC,37179,Union,,Single County,115500,-18130,3500:1,0.0000,08/29/2026
LI-Union Greater,1373464648,HPSA Population,Primary Care,12,NC,Designated,09/05/2025,09/05/2025,Not applicable,,7.6598,37477.0,11.0,4893:1,Low Income Population HPSA,Non-Rural,"Union County, NC",NC,37179,Census Tract 204.06; Union County; North Carolina,,Census Tract,22979,14498,3000:1,4.8302,08/29/2026
LI-Union Greater,1373464648,HPSA Population,Primary Care,12,NC,Designated,09/05/2025,09/05/2025,Not applicable,,7.6598,37477.0,11.0,4893:1,Low Income Population HPSA,Non-Rural,"Union County, NC",NC,37179,Census Tract 205.01; Union County; North Carolina,,Census Tract,22979,14498,3000:1,4.8302,08/29/2026
LI-Union Greater,1373464648,HPSA Population,Primary Care,12,NC,Designated,09/05/2025,09/05/2025,Not applicable,,7.6598,37477.0,11.0,4893:1,Low Income Population HPSA,Partially Rural,"Union County, NC",NC,37179,Census Tract 210.15; Union County; North Carolina,,Census Tract,22979,14498,3000:1,4.8302,08/29/2026
LI-Union Greater,1373464648,HPSA Population,Primary Care,12,NC,Designated,09/05/2025,09/05/2025,Not applicable,,7.6598,37477.0,11.0,4893:1,Low Income Population HPSA,Non-Rural,"Union County, NC",NC,37179,Census Tract 207.01; Union County; North Carolina,,Census Tract,22979,14498,3000:1,4.8302,08/29/2026
LI-Union Greater,1373464648,HPSA Population,Primary Care,12,NC,Designated,09/05/2025,09/05/2025,Not applicable,,7.6598,37477.0,11.0,4893:1,Low Income Population HPSA,Non-Rural,"Union County, NC",NC,37179,Census Tract 202.04; Union County; North Carolina,,Census Tract,22979,14498,3000:1,4.8302,08/29/2026
LI-Union Greater,1373464648,HPSA Population,Primary Care,12,NC,Designated,09/05/2025,09/05/2025,Not applicable,,7.6598,37477.0,11.0,4893:1,Low Income Population HPSA,Non-Rural,"Union County, NC",NC,37179,Census Tract 207.02; Union County; North Carolina,,Census Tract,22979,14498,3000:1,4.8302,08/29/2026
LI-Union Greater,1373464648,HPSA Population,Primary Care,12,NC,Designated,09/05/2025,09/05/2025,Not applicable,,7.6598,37477.0,11.0,4893:1,Low Income Population HPSA,Non-Rural,"Union County, NC",NC,37179,Census Tract 202.06; Union County; North Carolina,,Census Tract,22979,14498,3000:1,4.8302,08/29/2026
LI-Union Greater,1373464648,HPSA Population,Primary Care,12,NC,Designated,09/05/2025,09/05/2025,Not applicable,,7.6598,37477.0,11.0,4893:1,Low Income Population HPSA,Non-Rural,"Union County, NC",NC,37179,Census Tract 208; Union County; North Carolina,,Census Tract,22979,14498,3000:1,4.8302,08/29/2026
LI-Union Greater,1373464648,HPSA Population,Primary Care,12,NC,Designated,09/05/2025,09/05/2025,Not applicable,,7.6598,37477.0,11.0,4893:1,Low Income Population HPSA,Non-Rural,"Union County, NC",NC,37179,Census Tract 203.07; Union County; North Carolina,,Census Tract,22979,14498,3000:1,4.8302,08/29/2026
LI-Union Greater,1373464648,HPSA Population,Primary Care,12,NC,Designated,09/05/2025,09/05/2025,Not applicable,,7.6598,37477.0,11.0,4893:1,Low Income Population HPSA,Non-Rural,"Union County, NC",NC,37179,Census Tract 209.01; Union County; North Carolina,,Census Tract,22979,14498,3000:1,4.8302,08/29/2026
